title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
Контент менеджер INSTAGRAM,150000 - 300000 KZT,Алматы,LAND PR,11-08-2023,Умение писать интересные тексты под социальные сети. Умение создавать продающие тексты и цепляющие заголовки. Хорошо анализировать новые темы. ,"Нужно будет создавать и выискивать темы для публикаций, писать посты и редактировать текста. Создавать вовлеченность читателей. Работать с фотографами и...",,Нет опыта,Полная занятость,https://hh.ru/vacancy/84957645
Офис-менеджер,150000 - 200000 KZT,Актобе,AVTOMARKET04,07-08-2023,,"Работа с документацией. Принимать документы, работа с клиентами.",,Нет опыта,Полная занятость,https://hh.ru/vacancy/84659263
Менеджер департамента финансов и бухгалтерского учета (штатная позиция),450000 KZT,Астана,"Фонд Развития Промышленности, АО",04-08-2023,"Высшее экономическое образование. Знание и практический опыт работы в лизинговых и/или финансовых организациях: интернетбанкинг, калькуляция себестоимости, приход и передача...","Ведение бухгалтерского учета лизинговых и заемных операций. Выписка ЭСФ, СНТ, АВР, размещение документов в ПО 1С. Осуществление платежей в...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/84533684
SMM-менеджер,150000 KZT,Павлодар,Grillhousevita.pvl,09-08-2023,"Опыт работы в сфере, значительным плюсом будет если вы покажете предыдущие результаты работы, кейсы, портфолио. Выполнение плановых показателей KPI. ","Создание контент-плана и ведение для социальных сетей, на различных платформах. Разработка и работа согласно разработанной SMM-стратегии, с учетом...",,Нет опыта,Полная занятость,https://hh.ru/vacancy/84857783
Офис-менеджер,300000 KZT,Астана,SALAR GROUP,08-08-2023,Стрессоустойчивость. Высокая обучаемость и уровень интеллекта. Умение работать в режиме многозадачности. Высокие навыки коммуникации и умение договариваться. Исполнительность и инициативность...,"Сбор и анализ информации. Поиск новых объектов и переговоры с собственниками, организация встреч. Решение актуальных вопросов компании (съездить в банк...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84703275
Офис-менеджер,150000 - 180000 KZT,Алматы,Next,31-07-2023,"Опыт работы в сфере обслуживания клиентов или аналогичной должности приветствуется, но не обязателен. Гостеприимство, дружелюбие и коммуникабельность для успешного взаимодействия...","Приветствовать гостей с улыбкой и доброжелательностью, обеспечивая их положительное впечатление от посещения семейного центра. Отвечать на вопросы гостей и помогать...",,Нет опыта,Полная занятость,https://hh.ru/vacancy/84291708
Event менеджер,300000 - 1000000 KZT,Алматы,Royal Event,19-07-2023,"быстро считать сметы.  хорошо ориентироваться на рынке ивент услуг в Казахстане.  вы, как батарейка, всегда позитивно заряжены и можете замотивировать...","вы активный человек, постоянно сами инициируете организацию мероприятий и «движух». 1000+ выполненных заказов.",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83674440
Менеджер по работе с клиентами,600000 KZT,Алматы,Astana Motors Logistics,31-07-2023,Опыт работы в сфере транспортной логистике. Работать на результат. Знание основ таможенного и транспортного законодательства. Умение выстраивать эффективное взаимодействие.,"Обработка заявок от клиента. Составление маршрутов. Организация погрузки и разгрузки. Работа с документами (договора, заявки, товаротранспортные сопроводительные документы). ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84261202
Менеджер дилерского центра (удаленная подработка),120000 - 140000 KZT,Актобе,Онлайн,07-08-2023,Грамотная устная речь и четкая дикция. Умение работать в режиме многозадачности. Желание общаться и помогать людям. Уверенные навыки работы с...,"Принимать и распределять звонки в зависимости от запроса клиента: покупка автомобиля, запчастей, техническое обслуживание и т.д.. Заполнять карточку по...",,Нет опыта,Частичная занятость,https://hh.ru/vacancy/84635173
Офис-менеджер,184000 - 230000 KZT,Павлодар,МолКом-Павлодар,10-08-2023,"Презентабельный внешний вид, приветливая улыбка. Знание основ делопроизводства, делового этикета, MS Office, 1C. Грамотная речь. Умение работать в команде. ","Приём звонков, регистрация корреспонденции, отправка почты в конвертах, заказ канцелярии на офисные нужды сотрудников. Распределение документации по отделам. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84907400
Country Manager Kazakhstan & Middle Asia / Генеральный директор (CEO),,Алматы,Sortex Techno,29-07-2023,Опыт работы на позициях Генеральный/Исполнительный/Коммерческий директор от 3 лет. Подтвержденные результаты на аналогичной руководящей должности в смежной индустрии...,"Разрабатывать и реализовывать комплексную стратегию развития бизнеса. Разрабатывать и внедрять эффективные стратегии продаж и маркетинга. Осуществлять регулярный менеджмент, включая управление...",,Более 6 лет,Полная занятость,https://hh.ru/vacancy/84231192
Лид менеджер,,Астана,Mycar Astana,09-08-2023,Подтвержденный успешный опыт продаж по телефону и устойчивые навыки продаж - обязательно. Базовые знания технического строения автомобиля. Опыт работы в сфере...,КЛЮЧЕВАЯ ЗАДАЧА - назначение встреч с клиентами для консультантов отдела продаж. Работать с лояльными клиентами и входящими обращениями (целевые лиды). ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84805082
Менеджер ресторана,320000 - 400000 KZT,Алматы,Капитолия,09-08-2023,"Опыт работы от 2 лет на данной позиции. Ответственная, легкообучаемая. Стрессоустойчивость. Чистоплотность.",Обучение персонала. Обязательное проведение ежедневных тренингов. Закуп товара и приемка. Проведений ревизий. Контроль зала и бара. Контроль работы персонала. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84819489
Менеджер по закупкам,200000 - 300000 KZT,Астана,MERCI DE FRANCE,27-07-2023,Общее знания документооборота на другие страны. Свободное владение русским и казахским. Коммуникабельность. Ответственность. Пунктуальность.,Документация по экспорту и импорту. Закуп. Кофе-брейк.,,Нет опыта,Полная занятость,https://hh.ru/vacancy/83422423
Офис-менеджер,200000 - 200000 KZT,Костанай,SERVICE CLEAN LINE,03-08-2023,Презентабельный внешний вид. Самостоятельность в принятии решений. Коммуникабельность. Гибкость. Терпеливость. Пунктуальность.,"Курирование работы всего офиса. Ведение деловой корреспонденции. Распределение звонков. Встреча посетителей. Административно-хозяйственная поддержка всех сотрудников офиса. Ведение делопроизводства, подготовка...",,Нет опыта,Полная занятость,https://hh.ru/vacancy/84458335
SMM-менеджер,,Астана,Dostar coffee,09-08-2023,"Какие навыки у вас должны быть: Опыт работы в SMM. Творческое мышление, ответственность, самостоятельность. Высокий уровень насмотренности и хороший стиль...","Проанализировать текущее состояние аккаунтов и предложить, как их оптимизировать. Ведение аккаунтов @coffeeboomexpress и @coffeeboomteam. Создание контент планов, креативов и уникальных...",,От 1 года до 3 лет,Частичная занятость,https://hh.ru/vacancy/84785098
Менеджер ресторана (администратор ресторана),400000 KZT,Алматы,Next,11-08-2023,"Навыки налаживания коммуникаций, управленческие навыки, навыки организации рабочего процесса. Опыт работы в ресторанном бизнесе не менее 3-х лет на...","Обеспечивает работу по эффективному и культурному обслуживанию посетителей ресторана, созданию для них комфортных условий. Разрешение конфликтных ситуаций и формирование положительного...",,От 3 до 6 лет,Частичная занятость,https://hh.ru/vacancy/84944430
Кассир - Менеджер по переписке в магазин одежды,200000 - 250000 KZT,Астана,IDDI (МАУЛЕТЖАН),01-08-2023,Грамотность в переписке на казахском и русском языках. Умение быстро переписываться.,Отвечать на сообщения в WhatsApp и Instagram Direct. Принимать оплаты на кассе.,,Нет опыта,Полная занятость,https://hh.ru/vacancy/84338556
Менеджер в пункт выдачи заказов,,Астана,АГИМОВА А.М.,07-08-2023,"Опыт работы приветствуется, но можно и без него, обучим. Базовые навыки работы с компьютером. Доброжелательность, вежливость и желание работать с...",Принимать и распределять товар на пункте выдачи. Выдавать заказы клиентам. Работать во внутренней базе. Следить за порядком на пункте выдачи. ,,Нет опыта,Частичная занятость,https://hh.ru/vacancy/84694983
Ночной менеджер,200000 - 250000 KZT,Шымкент,KERRAA,07-08-2023,Высшее образование. PMS Fidelio. Владение ПК.,"Управление операционной деятельности в ночное время, включая администраторов ресепшена, ночных аудиторов, инженерную службу, хозяйственную службу, службу обслуживания в номерах, персонал...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84673242
Менеджер офиса регистратора в Университет КАЗГЮУ,,Астана,"КазГЮУ, АО",21-07-2023,"Высшее или послевузовское образования в сферах менеджмента или IT. Знание государственного (С1, В2), русского, английского языков (В2...",Вести прием и регистрацию заявлений от обучающихся по академическим вопросам посредством системы электронного документооборота. Контролировать и исполнять запросы по документам...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83808962
Менеджер визового отдела,250000 - 300000 KZT,Алматы,Nova Travel,11-08-2023,"Опыт работы желателен. Нужно будет работать только с готовыми и корпоративными клиентами, и готовить для них документы. Обладать всей необходимой...",Заполнение анкет для посольств. Изучение всех нововведений для оформления виз. Бронирование авиабилетов и отелей. Выписка страховок.,,Нет опыта,Полная занятость,https://hh.ru/vacancy/84723410
Менеджер по сопровождению РФ по Акмолинской области,,Кокшетау,Фонд развития предпринимательства Даму,07-08-2023,"Должен знать и применять действующее законодательство Республики Казахстан, а также законодательство Республики Казахстан о частном предпринимательстве. Знание порядка, основ и...","Содействие менеджерам/главным менеджерам по финансовой поддержка для выпуска проектов по инструментам «гарантирование» и «субсидирование», в том числе оказание помощи...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84667043
Офис-менеджер - ассистент,200000 - 250000 KZT,Усть-Каменогорск,ELSIM,02-08-2023,Компьютерная грамотность. Организаторские способности. Самостоятельность в принятии решений. Инициативность. Коммуникабельность. Пунктуальность.,Административно-хозяйственная поддержка работы офиса. Организация корпоративных мероприятий. Организация командировок. Встреча посетителей. Входящая/исходящая документация.,,Нет опыта,Полная занятость,https://hh.ru/vacancy/84430067
Менеджер в каспи магазин,150000 - 250000 KZT,Алматы,JOYS TOYS,02-08-2023,"1. Опыт работы с маркетплейсами будет преимуществом. 2. Базовые знания работы с офисными программами (Excel, Word). 3. Грамотно поставленная устная...",1. Обработка заказов (сбор и упаковка). 2. Консультация клиентов по WhatsApp/телефону/в живую. 3. Контроль перемещений от основного склада. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84447243
Менеджер по снабжению,,Караганда,УЛАН Сервис,10-08-2023,Опыт работы более 3 лет. Стрессоустойчивость. Умение работать в условиях многозадачности.,"Полное обеспечение объекта строительными материалами, инструментом, оборудованием. Поиск и привлечение поставщиков оборудования и материалов, а также техники и транспорта. ",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/84862810
Администратор / Менеджер Call centre,200000 - 250000 KZT,Астана,D-Doctor,08-08-2023,"Знание казахского и русского языка. Развитое коммуникативное навыки. Письменная и устная грамотность. Хорошее знание офисной техники. Активная жизненная позиция, доброжелательность...","Прием звонков, консультирование по услугам клиники. Встреча и сопровождение посетителей клиники. Работа с внутренней программой. Работа с кассой, закрытие смены...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84701255
Менеджер по продажам (Удаленно),300000 - 600000 KZT,Жаркент,МЦФЭР-Казахстан,04-08-2023,,"Мы разрабатываем продукты для коммерческих и государственных учреждений: Выпускаем электронные и печатные журналы: Главбух, Кадровое дело и другие. ",,Нет опыта,Полная занятость,https://hh.ru/vacancy/84528106
IT-менеджер,330000 KZT,Астана,Hotel Development Company (Ibis Hotel Astana),09-08-2023,"Высшее образование (техническое). Опыт работы не менее 3 лет. Знание законодательных и нормативных правовых актов, методических материалов по информационным системам. ","Обеспечение бесперебойной работы систем Орега Micros ККМ, 1С. Обеспечение работы локальной сети, беспроводной сети VPN, подключение стационарных телефонов. ",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/84793573
Менеджер по продажам (Удаленно),300000 - 600000 KZT,Рудный,МЦФЭР-Казахстан,04-08-2023,,"Мы разрабатываем продукты для коммерческих и государственных учреждений: Выпускаем электронные и печатные журналы: Главбух, Кадровое дело и другие. ",,Нет опыта,Полная занятость,https://hh.ru/vacancy/84528119
Офис-менеджер,,Астана,AO Global Enterprise,07-08-2023,Организаторские способности. Самостоятельность в принятии решений. Коммуникабельность. Гибкость. Терпеливость. Тактичность. Пунктуальность. Добросовестность. Деловой этикет.,"Распределять телефонные звонки, входящую и исходящую корреспонденцию. Организовывать приёмы посетителей. Пподготавливать офисные мероприятия (совещания, заседания, конференции). Осуществлять контроль текущего делопроизводства. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84616663
Офис-менеджер,200000 - 200000 KZT,Астана,АО Центр развития и защиты конкурентной политики,09-08-2023,Высшее образование. Знание английского и казахского языков. Умение пользоваться ПК.,"Курирование работы всего офиса. Координация работы всех офисных служб. Ведение деловой корреспонденции, делопроизводства, внутренних приказов, договоров и проч.. Распределение звонков. ",,Нет опыта,Полная занятость,https://hh.ru/vacancy/84816094
Помощник HR менеджера,250000 - 500000 KZT,Алматы,Этажи,02-08-2023,"Ответственность. Активность. Опыт коммуникаций с клиентами, продажи, услуги, сервис и.т.д. Грамотная речь и хорошая скорость. Обучаемость. ","Качество и своевременность в найме персонала. Использовать разные источники для подбора персонала - таргет, личный бренд.",,Нет опыта,Полная занятость,https://hh.ru/vacancy/84429604
Помощник дизайнера-менеджера,,Алматы,Kitchen House,04-08-2023,"Уверенный пользователь ПК. Активно принимать участие в работе. Пунктуальность, Порядочность, Активность, Внимательность, Дружелюбие, Ответственность, Вежливость, Целеустремлённость, Презентабельный внешний вид.",Выполнение поручений. Закуп товара. Консультирование клиентов. Приём и обработка звонков.,,Нет опыта,Полная занятость,https://hh.ru/vacancy/84525446
Бухгалтер-менеджер,180000 - 200000 KZT,Актобе,Sapa std.,10-08-2023,Пунктуальность. Высшее образование. Ответственность. Коммуникабельность. Целеустремленность. Знание гос языка.,Заключение договоров. Первичная документация. Оформление заявок с дистрибьютером. Развитие.,,Нет опыта,Полная занятость,https://hh.ru/vacancy/84888624
"Менеджер по продажам (Алматы, Астана)",250000 KZT,Алматы,Эстетикс групп (Aesthetics Group),28-07-2023,Высшее образование. Уверенный пользователь ПК (Microsoft Office). Опыт работы в фармации и/или индустрии красоты. Отличные переговорные навыки. ,"Поиск новых клиентов и заключение договоров. Ведение переговоров по коммерческим условиям. Полное ведение бренда. Повышение узнаваемости бренда, развитие имиджа компании. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84186689
Менеджер по чатам (удаленно),115000 - 135000 KZT,Караганда,Онлайн,10-08-2023,Грамотная письменная речь и хорошая скорость печати от 100 сим. в минуту. Желание работать с людьми и помогать им. ,"Оказывать различную поддержку клиентам ИМ OZON по средствам чата (без звонков). Консультировать по различным вопросам, например, по товарам, услугам, доставкам...",,Нет опыта,Полная занятость,https://hh.ru/vacancy/80355335
Менеджер гипермаркета на дому (подработка),120000 - 140000 KZT,Павлодар,Онлайн,13-07-2023,"Грамотная речь на русском языке. Уверенные навыки работы с ПК. ПК или ноутбук, системные требования: процессор i3 и выше...","Принимать входящие обращения от клиентов гипермаркета МЕТРО. Консультировать клиентов по товару, наличию, вопросам доставки, акциям, бонусам, кэшбэкам, подарочным и пластиковым...",,Нет опыта,Частичная занятость,https://hh.ru/vacancy/80354746
Менеджер по внутренним коммуникациям,,Астана,ALLUR AUTO,09-08-2023,"Высшее образование в области ""Маркетинг и PR"" или высшее образование в филологии или журналистике. Навыки организации и способность принимать самостоятельные...",Участие в формировании стратегии внутренних коммуникаций. Создание ежемесячного корпоративного журнала. Управление брендовой продукцией Компании. Разработка рекламных материалов и баннеров. ,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/84830066
SMM-менеджер,200000 - 300000 KZT,Петропавловск,МОБИЛАКС,09-08-2023,"Отличное знание русского языка, грамотная письменная и устная речь. Знание казахского - большой плюс! ⁃ Понимание, зачем люди пользуются соцсетями и на...",Среди наших клиентов: ⁃ BlackБери (от SMM до дизайна упаковок и открытия новых городов). ⁃ Ольга Бережанская (с 0 до 75 тыс...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84818988
SMM-менеджер / Tik-Tok менеджер,150000 - 200000 KZT,Шымкент,Бек-Авто,08-08-2023,Язык казахский/ русский обязательно.,"Консультировать клиентов,отвечать на сообщения. Выкладывать посты, снимать storis. Таргетирование рекламы. Снимать контент для Tik-Tok. Работа офлайн.",,Нет опыта,Полная занятость,https://hh.ru/vacancy/84746454
Менеджер по работе с клиентами,200000 - 250000 KZT,Аксу (Павлодар.обл),S.C.O.R.P.SECURITY,09-08-2023,"Ответственность, пунктуальность, сдержанность, умение вести переговоры.","Работа с клиентами, привлечение клиентов, работа с договорами и коммерческими предложениями, выезд до клиента. Контроль выполнения заявок поступающих от клиентов...",,Нет опыта,Полная занятость,https://hh.ru/vacancy/84834930
Проектный менеджер в стартап,,Алматы,Halyq Soft,08-08-2023,Опыт в проектном менеджменте или инвестициях. Понимание процесса инвестирования. Аналитические и коммуникативные навыки. Английский язык на высоком уровне.,Привлечение инвесторов и/или прохождение акселерационной программы. Анализ потенциальных инвесторов и партнеров. Разработка стратегии инвестирования и акселерации. Подготовка инвестиционных материалов...,,Нет опыта,Частичная занятость,https://hh.ru/vacancy/84710553
Офис-менеджер,250000 - 250001 KZT,Астана,Живая вода,05-08-2023,"Опытный пользователь ПК, 1С. Можно без опыта работы. Отличное знание государственного языка. - В том числе студентов (если еще учитесь).",Отвечать на тел звонки. Принимать и обрабатывать заявки. Отправка и получение писем и посылок. Подготовка договоров.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84585005
Офис - менеджер,200000 - 400000 KZT,Алматы,BIG STAR for everyone,26-07-2023,,"Управленческие функции: планировать работу офиса, руководить всем персоналом, обучать, дисциплинировать, распределять обязанности. От офис-менеджера зависят настроение коллектива, общий настрой...",,Нет опыта,Полная занятость,https://hh.ru/vacancy/84066160
Офис-менеджер (в ТРЦ Мега),,Алматы,MyCar Group,03-08-2023,"Высшее образование, желательно в сферах: IT, психология, бизнес. Знание основ делопроизводства, опыт работы на аналогичной позиции. Знание MS Office. ","Заказ и ежемесячная отчетность: корпоративного такси, бэйджей, ланьярдов, визиток. Закуп: продуктов питания для офиса, хоз. товаров. Командировки: выкуп билетов, бронь...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84485216
Менеджер по продажам (Удаленно),300000 - 600000 KZT,Сарыагаш,МЦФЭР-Казахстан,04-08-2023,,"Мы разрабатываем продукты для коммерческих и государственных учреждений: Выпускаем электронные и печатные журналы: Главбух, Кадровое дело и другие. ",,Нет опыта,Полная занятость,https://hh.ru/vacancy/84528122
SMM-менеджер,70000 - 200000 KZT,Астана,Astana Creative,27-07-2023,"Имеет опыт работы от 1-го года (можно без опыта, научим). Готов показать портфолио минимум с 3-4 лучшими работами. ","Давать задачи копирайтеру, дизайнеру, таргетологу. Увеличение охвата, а также других показателей. Составление контент плана. Сбор и анализ целевой аудитории. ",,Нет опыта,Полная занятость,https://hh.ru/vacancy/84121962
Field Force Manager (farma),,Алматы,Международная крупная фармацевтическая корпорация,07-08-2023,"Ему присущи отличные аналитические и коммуникативные, презентационные способности. Умеет создать свою полевую команду. Имеет лидерские способности и управленческие навыки. ",Принимать участие в разработке маркетинговой стратегии вместе с ПМ. Контролировать эффективное выполнение стратегии. Разрабатывать стандарты и процессы для ВС и...,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/84624486
Менеджер отдела продаж / менеджер по работе с клиентами,450000 KZT,Алматы,Bigtrade kz,11-08-2023,Опыт работы в сфере продаж. Аналитический склад ума. Честность и высокая стрессоустойчивость. Умение генерировать отчетность. Знание CRM системы. ,"Работа с клиентами, поддержка их потребностей. Рассчитывать стоимость товара и услуг. Контроль и управление выполнением показателей отдела продаж. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83317276
Менеджер отдела продаж,200000 KZT,Астана,Qazaq Concrete,25-07-2023,"Ответственность. Пунктуальность. Навыки продаж. Опыт работы в сфере строительства (знание продукции, умение донести до потребителя ценность продукции).",Работа по заявкам. Переговоры с клиентом. Выполнение плана продаж. Ведение CRM.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83994705
Офис-менеджер,200000 KZT,Кокшетау,Асыл Арман,04-08-2023,Что ты должен знать и уметь: Быть продвинутым пользователем ПК. Владеть грамотной устной и письменной речью.,Работать с входящими и исходящими письмами. Принимать телефонные звонки. Выполнять поручения руководителя. Скажи себе #ВСЕТЫМОЖЕШЬ.,,Нет опыта,Полная занятость,https://hh.ru/vacancy/84542100
Менеджер по продажам,250000 - 500000 KZT,Астана,Кафе Софт Сервис,10-08-2023,Грамотная речь и четкая дикция. Вежливая и доброжелательная манера общения. Открытость и развитые коммуникативные навыки. Умение работать программами MS Office...,"Поиск клиентов в сфере HoReCa (работа со входящими Лидами). Проведение “тёплых” встреч/переговоров. Подготовка коммерческих предложений, заключение договоров, закрытие сделки. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84882449
"Менеджер маркетплейсов / Менеджер Wildberries, OZON, Kaspi",200000 - 350000 KZT,Караганда,Балашова А.С,31-07-2023,,"Создание карточек товара , инфографика, заполнение характеристик, написание продающих текстов. Разработка стратегии продвижения на маркетплейсах. Аналитика товаров. Аналитика продаж и результатов...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84248754
Помощник hr менеджера,200000 - 250000 KZT,Алматы,Lemonadoff Food,07-08-2023,Грамотность. Коммуникабельность. Пунктуальность. Ответственность. Исполнительность.,Подбор персонала. Внутренний документооборот. Адаптация и помощь новым сотрудникам.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84674572
Мобилограф/SMM - менеджер,,Алматы,BOOKBOX.KZ,18-07-2023,Понимание алгоритмов работы социальных сетей. Умение разбираться во взаимодействиях с аудиторий. Создание фото и видео-контента. Стилизация сторис. ,Хорошее качество камеры у телефона. Съемки в магазине Трк Гранд Парк.,,Нет опыта,Частичная занятость,https://hh.ru/vacancy/83616692
"Менеджер интернет-магазина (оптика, контактные линзы)",200000 - 450000 KZT,Алматы,Skiny,10-08-2023,"Опыт работы в продажах от 1 года в интернет -магазине (служба клиентского сервиса). Знание программы 1С, CRM. ","Онлайн продажа контактных линз. Активная работа с клиентами ( по телефону, чатах, в соц.сетях ), помощь в выборе. Прием и обработка заказов...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84670266
HR менеджер,300000 - 500000 KZT,Алматы,Campo Marzio Design,10-08-2023,"Высшее образование. Опыт работы на аналогичной должности не менее 2-х лет. Коммуникабельность, умение выстраивать диалог и находить подход к...","Поиск и подбор кандидатов на открытые вакансии, формирование кадрового резерва. Прием, адаптация и обучение новых сотрудников. Развитие корпоративной культуры компании...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84670612
Менеджер интернет-магазина,200000 - 200000 KZT,Алматы,Пробио,08-08-2023,"Высшее образование, умение работать с Excel, ""1С-предприятие"". Уверенный пользователь ПК.","Осуществлять прием, оформление сбор заказов и передача их службу доставки. Прием и заказ товаров.",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84058436
Менеджер по туризму,400000 - 1000000 KZT,Астана,TURAN TRAVEL,10-08-2023,Туристическое агентство «TURAN TRAVEL» в поисках Менеджера по продажам. Мы рассматриваем соискателей с опытом и Без Опыта Работы. ,Исполняем любые пожелания. Поддержка туристов 24/7. Визовая поддержка. Бронирование круизов. Индивидуальный подход к каждому клиенту. Сотрудничаем только с проверенными...,,Нет опыта,Полная занятость,https://hh.ru/vacancy/84902908
Менеджер по работе с документами,,Астана,ТДО Qurmet Pro,11-08-2023,Коммуникабельность. Стрессоустойчивость. Отличное Знание Excel. Коммуникативные навыки. Аналитический склад ума. Мобильность.,Ежедневное заполнение процессинга. Обновление инфокарты по факту. Ежедневное табелирование рабочего времени водителей. Ежемесячная сдача табели в бухгалтерию и отдел кадров...,,Нет опыта,Полная занятость,https://hh.ru/vacancy/84708665
Менеджер,150000 KZT,Уральск,LONDON-EC,10-08-2023,"E ще и эмоциональный, позитивный и умеешь располагать к себе людей и убеждать. L юбишь жизнь, и знаешь, что тебе...",,,Нет опыта,Полная занятость,https://hh.ru/vacancy/84865314
Менеджер отдела контроля качества,200000 - 200000 KZT,Астана,Агентство путешествий Ht.kz,11-08-2023,Образование высшее или средне-специальное.,,,Нет опыта,Полная занятость,https://hh.ru/vacancy/84928981
HR менеджер,400000 - 600000 KZT,Алматы,Гаудеамус,09-08-2023,4. Справедливый и харизматичный руководительский состав. 1. Высшее образование. 2. Полное ведение кадрового учета (владение 1С:Делопрозводство в приоритете).,3. Формирование HR стратегии и оптимизация структуры компании в соответствии со стратегическими целями бизнеса. 4. Участие в разработке программ мотивации...,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/84806226
SMM-менеджер,150000 - 330000 KZT,Астана,BAISANAT-A,03-08-2023,Получение новых знаний в строительной нише. ∙ Отличное владение необходимыми программами по специальности. ∙ Владение основными механизмами воздействия на аудиторию конкретной социальной...,"Продвигать бренды в социальных сетях. ∙ Участвовать в создании контент-плана, и в его утверждении. ∙ Полностью курировать аккаунты. ∙ Привлекать целевую аудиторию...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84496797
