title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
Юрист в единственном числе,,Алматы,MultiBRAND COMPANY (Avatariya),15-06-2024,У вас высшее профильное образование. Успешная судебная практика. Опыт взаимодействия и ведения переговоров. Знаете основополагающие теории права. Умеете находить правовое...,"Разработка и полная юридическая экспертиза договоров / дополнительных соглашений на риски, согласование и ведение сделок. Работа с государственными сайтами и порталами. ","{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/101993883
Юрист в единственном числе,,Астана,ВОСКАНЯН Г.А.,13-06-2024,"Высшее юридическое образование. Опыт работы на аналогичной должности не менее 6 лет, в том числе в ИТ компании не менее...",Полная юридическая поддержка деятельности группы компании. Обеспечение соответствия деятельности компании нормам законодательства и внутренним стандартам ведения бизнеса. Консультирование по всем...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101824573
Юрист,,Алматы,ИНЖИНИРИНГОВАЯ КОМПАНИЯ КАЗГИПРОНЕФТЕТРАНС,18-06-2024,"Опыт работы юристом более 3 лет. Высшее юридическое образование. Знание области корпоративного управления. Знание языков: русский (свободно), казахский (средний), английский...","Подготовка, правовая экспертиза проектов пояснительных записок, проектов решений/протоколов уполномоченных органов, проектов внутренних нормативных документов, изменений к учредительным документам. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/102156087
Юрисконсульт,400000 - 400000 KZT,Алматы,"КазНИИСА, АО",18-06-2024,"Высшее юридическое образование. Знание русского, казахского языков. Опыт работы не менее 5 лет в акционерном обществе или в квазигосударственном секторе...","1. вести договорную работу в Обществе, разрабатывать проекты договоров, проверять соответствие законодательству проектов договоров, представляемых Обществу контрагентами. 2. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/102185190
Юрист,600000 KZT,Алматы,KazTranshin (МКА Инжиниринг),13-06-2024,,"Составление договоров, деловая переписка, претензионная работа, составление исков, юридическое сопровождение, взаимодействие с разрешительными органами.","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101856853
Юрист,,Алматы,ТехноGRAD,17-06-2024,"Высшее юридическое образование. Опыт работы не менее 6 лет. Знание казахского и русского языка. Стрессоустойчивость, умение решать проблемы, ориентированность на...","Полное юридическое сопровождение группы компаний. Составление и контроль за исполнением договоров. Представительство в судах и иных организациях. Регистрация, перерегистрация и...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/102110080
Юрист,,Алматы,K&K GmbH,18-06-2024,"Высшее юридическое образование. Опыт работы от 1 года до 3-х лет. Грамотная устная и письменная речь. Ответственность, исполнительность.","Юридическое сопровождение рабочих процессов группы компаний разных сфер. Деятельности; регистрация, перерегистрация ТОО, подготовка учредительных документов. Подготовка и юридическая экспертиза договоров. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/102161283
Ведущий юрисконсульт,600000 - 650000 KZT,Алматы,Консолидированная Строительная Горнорудная Компания,17-06-2024,"Юридическое образование. Желательно опыт работы и дополнительное образование в сфере металлургии и недропользования. Знание программных обеспечений (MS Office, электронный СПС...",Обеспечение юридического сопровождения деятельности компании. Обеспечивает соблюдение законности в деятельности предприятия и защиту его правовых интересов. Осуществляет разработку учредительных документов...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/102057651
Юрист,700000 KZT,Алматы,Almaty Ozeni,29-05-2024,"Желательные дополнительные навыки: Пользование правовыми системами, опыт судебной практики приветствуется. Требования: Высшее юридическое образование. Хорошее знание гражданского законодательства. (",Правовой анализ проектов договоров с контрагентами на соответствие нормативно-правовому регулированию РК в различных областях; подготовка протоколов по разрешению разногласий...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/100627198
Юрист,,Алматы,Сименс Здравоохранение,11-06-2024,Высшее юридическое образование с опытом работы не менее 5 лет. Знания английского языка на уровне С1.,"Осуществляет контроль за соответствием требованиям законодательства проектов уставов, внутренних документов, приказов, распоряжений, инструкций, договоров и других документов правового характера, подготавливаемых...","{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/101693070
Требуется юрист,420000 - 450000 KZT,Астана,Астана Тазалык,12-06-2024,Высшее профессиональное (юридическое) образование и стаж работы по специальности не менее 5 лет.,Обеспечивает соблюдение законности в деятельности Товарищества и защиту его правовых интересов. Осуществляет методическое руководства правовой работы в Товариществе и оказывает...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101773927
Юрист,350000 - 400000 KZT,Актобе,Clean City NC,17-06-2024,Высшее юридическое образование. Стаж работы не более 3-х лет.,"Услуги по подготовке досудебной документации, формирование исковых заявлений. Представительство в суде по вопросам взыскания дебиторской задолженности, направление заявлений на совершение...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/102059570
Ведущий юрист,,Алматы,Rich Aroma,18-06-2024,"Высшее юридическое образование. Опыт претензионно-исковой работы. Знание гражданского, административного, авторского права. Отличные навыки коммуникации и переговоров. Ответственность, активность, инициативность. ","Компания ищет перспективного, амбициозного юриста, имеющего опыт договорной, претензионно-исковой работы, взаимодействия с судебными исполнителями и судебными органами, финансовыми организациями...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/102150831
Юрист,500000 KZT,Астана,Частная компания AQS Limited,14-06-2024,Знание английского языка на уровне уверенного пользователя является обязательным условием.,,"{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/101904941
Юрист,400000 KZT,Алматы,Форт,16-06-2024,Хорошее знание (свободное владение) казахского и русского языка. Опыт работы в юридическом консалтинге или корпоративным юристом. Высшее юридическое образование. ,"Составление и юридический анализ договоров, юридическое сопровождение различных сделок. - Административные процедуры (подготовка писем в государственные органы, обжалование действий / бездействия государственных...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/102033649
Юрист,400000 - 500000 KZT,Алматы,AKAS Development,18-06-2024,"Высшее юридическое образование. Знание гражданско-правового законодательства. Ответственность, исполнительность, пунктуальность.","Осуществление юридического сопровождения. Разработка различных видов договоров (гражданско-правовых договоров, оказания услуг, подряда, поставки и др.), согласование договоров. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/102160753
Юрист,350000 KZT,Астана,Павлодарский завод «ТЕМІРМАШ»,18-06-2024,"высшее юридическое образование. - опыт работы юристом не менее 5 лет. - уверенное знание законодательства РК (гражданское, трудовое, административное, налоговое). - ","договорная работа (разработка договоров, мировых соглашений, в том числе международных, правовой анализ, подготовка доп. соглашений, протокол разногласий);- подготовка претензий, исковых...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/102184074
Юрист-международник,,Алматы,"Тануки, Японский ресторан",17-06-2024,"Опыт работы на аналогичной позиции от 5-ти лет, из них по специальности международное право не менее 3-х лет. ",Разработка проектов договоров и корпоративных документов. Оказание помощи в регистрации и ликвидации иностранных компаний. Осуществление правовой экспертизы международных корпоративных контрактов. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/102094358
Старший юрист,,Алматы,Whitecliff Investment Management,10-06-2024,"Опыт работы не менее 5 лет в юридических и/или аудиторских компаниях, транснациональных холдингах. Хорошие знания в области структурирования и...",В партнерскую консалтинговую компанию ведется поиск Старшего юриста с офисным форматом работы в г. Алматы. Старший юрист на данной роли...,"{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/101674222
Юрист,,Алматы,Jana Post,18-06-2024,"Высшее юридическое образование. Опыт работы по специальности не менее 2-3 лет. Знание гражданского, административного, трудового и корпоративного права. ","Предоставление юридических консультаций по различным вопросам. Подготовка и анализ юридических документов, таких как договоры, соглашения и протоколы. Представление интересов компании...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/102201502
Юрист,350000 KZT,Караганда,Альфарух LOGISTIC,14-06-2024,Опыт работы более 6 лет. Высшее образование.,"Организационно-правовое сопровождение деятельности группы юридических лиц. Сопровождение и регистрация сделок с недвижимым имуществом (аренда), гражданско-правовых сделок всех видов...","{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/101904630
Юрист,,Астана,Восток Инвест Group,17-06-2024,"Высшее юридическое образование. Опыт работы 2-6 лет. Знание гражданского, трудового, гражданско-процессуального права, а также законодательства в области жилищных...",Полное юридическое сопровождение деятельности компании. Претензионно-исковая работа. Представление интересов в судах и государственных органах. Правовая экспертиза документов. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/102104167
Юрист в ломбард,600000 - 800000 KZT,Алматы,Ломбард Белый TM,03-06-2024,Диплом о высшем юридическом образовании. Знание требований законодательства РК. Опыт работы в МФО. Грамотная устная и письменная речь на русском...,Правовое сопровождение деятельности компании. Юридическое сопровождение проектов компании. Взаимодействие с государственными органами и другими организациями в целях защиты интересов компании. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101141724
Юрист,,Астана,Частный нотариус Саматова А.А.,18-06-2024,,"Стаж госслужбы приветствуется, взаимодействие с правоохранительными органами в ходе работы.","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/102182186
Юрист,335000 - 502500 KZT,Астана,Швейная фабрика Прогресс,17-06-2024,1. Должен иметь опыт участия в экономических судах. 2. Положительные характеристики с предыдущих мест работы. 3. Способность самостоятельно находить решения.,"Цели юриста: Защищает интересы компании в соответствии с законом, оказывает юридическую помощь в госзакупках и тендерах. Составляет, согласовывает и контролирует...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/102071681
Юрист,300000 KZT,Караганда,GB (Good Build),17-06-2024,"Высшее юридическое образование. - Опыт работы юристом не менее 2 лет, включая опыт участия в судебных процессах. - Знание гражданского, административного процесса. - ","Подготовка и подача исковых заявлений, жалоб и иных процессуальных документов в суды различных инстанций. - Представительство интересов компании в суде. - ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/102114511
Юрист по работе с документацией,250000 - 300000 KZT,Караганда,MDK - BUILD,17-06-2024,Высшее юридическое образование.,Юридическое сопровождение документаоборота предприятия. Переоформление и перерегистиция ТОО. Оформление сделок по купле-продажи недвижимого и движимого имущества. Поставка и снятие...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/102053849
Юрист,,Алматы,TS Property Management,17-06-2024,"Высшее юридическое образование (преимуществом будет наличие дополнительно экономического либо финансового образования). Знание норм законодательства РК, умение применять их на практике. ","Разработка, анализ, внесение изменений и дополнений договора подряда, аренды. Работа с дебиторской задолженностью. Досудебная и претензионная работа. Договорная работа. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/102097896
Проектный юрист,500000 - 600000 KZT,Алматы,OneVision,14-06-2024,"Имеете высшее юридическое образование. Уверенный пользователь офисных программ. Знание гражданского, административного, налогового законодательства Республики Казахстан. Навыки письменного и устного изложения...","Анализ действующего законодательства Республики Казахстан по различным вопросам, касающиеся деятельности платежных организаций. Оказание помощи старшим юристам (Руководителю юридического отдела) в...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101902168
Помощник юриста,,Алматы,ПромИнвест Алматы,17-06-2024,Требуемый опыт работы: не требуется. - среднее специальное юридическое образование и/или высшее юридическое образование. - знание законодательства РК и умение в...,"осуществление с помощью правовых баз данных, архивов, иных источников поиск юридической информации по тематике, указанной юристом. - ведение учёта в электронной...","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/101912912
Юрист,,Астана,YDA INŞAAT SANAYI VE TICARET ANONIM SIRKETI,16-06-2024,"Опыт работы в Компаниях: PricewaterhouseCoopers, Ernst and Young, Deloitte и KPMG. Знание английского языка уровень не менее Upper-Intermediate . ","Обеспечивает методическое руководство правовой работой на предприятии, разъяснение действующего законодательства и порядок его применения, оказание правовой помощи структурным подразделениям в...","{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/101860601
Юрист,340000 - 425000 KZT,Астана,FORSAGE LOGISTICS KZ LLC,15-06-2024,"Навыки и опыт. В качестве юрисконсульта вы имеете: Степень магистра права и соответствующий опыт, желательно полученный в международном секторе. ","Оценка и составление различных (международных) контрактов, таких как транспортно-логистические контракты, контракты с поставщиками, контракты с клиентами (поставка/производство), контракты...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101988592
Юрист,440000 - 440000 KZT,Астана,Казахское общество слепых (республиканский статус),03-06-2024,"Высшее юридическое образования. Опыт работы по уголовным, гражданским делам. Знание казахского и русского языка в совершенстве.","Претензионно-исковая работы. Представление интересов Общества в суде, правоохранительных органах. Подготовка исковых заявлений, претензий и иных процессуальных документов. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101064342
Судебный юрист в Астане (удаленная работа),,Астана,Юридическая компания ПравоПорт,25-05-2024,Что мы хотим видеть в кандидате: 1. оконченное высшее юридического образование. 2. релевантный опыт работы от 3 лет. 3. ,"1. Вести претензионно-исковую работу по гражданским делам. - взыскание задолженности по различным договорам. - брачно-семейные споры (расторжение брака, раздел имущества...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/100168359
Юрист в строительную компанию,450000 KZT,Астана,СИДКО Групп,11-06-2024,"Высшее юридическое образование. Знание гражданского, процессуального, гражданского, административного, гражданско-процессуального законодательства. Умение ориентироваться в различных отраслях права. Опыт ведения договорной...","Юридическое сопровождение деятельности организации. Полное юридическое сопровождение сделок, от этапа согласования условий до итогового нотариального удостоверения и проставления подписей. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101719788
Младший юрист,150000 KZT,Астана,ILF A&A,31-05-2024,"Опыт работы 1-2 года; (кандидаты без опыта работы будут также рассмотрены). Оконченное высшее юридическое образование. Владение русским, казахским и...","Составление договоров, соглашений, доверенностей и иных юридических документов. Подготовка исковых заявлений, жалоб, ходатайств и других процессуальных документов. Участие в переговорах...","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/100839213
Старший юрист,,Астана,Esplora Consulting (Эсплора Консалтинг),18-06-2024,"Высшее юридическое образование. Опыт заключения сделок с иностранными компаниями. E-gov, elisence.kz. Знание Арбитражного процессуального, трудового права, гражданско-процессуального права. ","Полное юридическое сопровождение деятельности компании. Правовое ведение договоров по международным проектам. Заключение, ведение сделок с иностранными компаниями. Ведение договорной работы...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/102192760
Юрист,350000 - 450000 KZT,Костанай,Борис-Романовское,18-06-2024,"Умение работать с клиентом. Умение искать и анализировать, применять логику. Технологии. Знание основных законов и правовых процедур. Опыт работы. ",Составление договоров и сопровождение сделок. Работа с внутренним документооборотом. Визирование документов. Управление рисками компании на уровне юридической службы. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/102177982
Юрист,,Алматы,Автомотив Ассистанс Альянс,11-06-2024,"Профильный опыт от 3 лет. Владение юридическим казахским языком. Уверенные знания законодательств ГК, ТК РК и другие.","Разработка, контроль работы по внутренним нормативным документам юридического лица. Составление и согласование договоров с контрагентами с последующей регистрацией в ЦОН. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101741948
Юрист,500000 KZT,Алматы,ICS Logistics,17-06-2024,"Высшее юридическое образование. Знание общей теории государства и права. Отличное знание русского языка, знание английского языка приветствуется. Внимательность, ответственное отношение...","Работа с договорами - изучение проектов договоров, составление новых проектов, рассмотрение правок, согласование, редактирование; составление писем, обращений, сбор и анализ информации. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101815587
Младший юрист,250000 - 300000 KZT,Алматы,Аврора Холдинг,13-06-2024,"Требования: Наличие высшего юридического образования. Опыт работы в юриспруденции предпочтителен. Опыт работы в качестве юриста преимущественно в сфере телекоммуникаций, программного...","Правовое сопровождение деятельности предприятия, ведение договорной и претензионно-исковой работы. Взаимодействие с государственными органами и организациями, нотариусами (по совершению сделок...","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/101838813
Помощник юриста,300000 KZT,Актау,Legalis Punctum,17-06-2024,Грамотная речь. Коммуникабельность. Пунктуальность. Ответственность. Знание разговорного русского языка.,"Первичное консультирование клиентов об услугах компании в офисе (только личные встречи в офисе, без поиска, без привлечения и без продаж). ","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/102104001
Юрист,200000 KZT,Алматы,Экра Казахстан,18-06-2024,,Защита интересов компании в суде. Ведение внутренней корпоративной работы компании. Предоставление интересов компании в гос.органах: Полное юридическое сопровождение группы компаний. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/102158084
Юрисконсульт,350000 - 400000 KZT,Актау,Мобил Сервис,12-06-2024,"Экологическое законодательство. Устав Товарищества. Налоговое законодательство. Нормативные правовые документы, методические и нормативные материалы по правовой деятельности предприятия. Законодательные акты, регламентирующие...","Обеспечивает соблюдение законности в процессе осуществления финансово-хозяйственной деятельности Товарищества. Организует и координирует правовую работу в Товариществе. Обеспечивает информирование, консультацию...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101775611
Юрист,,Астана,Корпоративный фонд BI-Жұлдызай,18-06-2024,Высшее юридическое образование. Высокая стрессоустойчивость. Работа в режиме многозадачности.,Юридическое сопровождение документации фонда. Авторские права. Открытие филиалов.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/102171577
Юрист в клинику,300000 KZT,Алматы,МЦ ЭКО,18-06-2024,Высшее юридическое образование. Опыт работы в юриспруденции от 1 года. Желание развиваться в области ВРТ . Грамотное владение русским и казахским...,Консультировать пациентов по договорам на программы ВРТ(вспомогательных репродуктивных технологий). Предоставлять информацию по программам ЭКО(экстракорпорального оплодотворения). Прием и информирование...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/102152880
Помощник юриста,200000 KZT,Актобе,Dignitas,03-06-2024,Грамотная речь. Коммуникабельность. Пунктуальность. Ответственность. Знание разговорного русского языка.,"Первичное консультирование клиентов по юридическим вопросам (только личные встречи в офисе, без поиска, без привлечения и без продаж). ","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/101073882
Юрист / юрисконсульт,,Шымкент,Астрагал,14-06-2024,"Высшее юридическое образование и наличие адвокатской или юридической квалификации. Знание гражданского, трудового, налогового и корпоративного права. Опыт работы в юридической...","консультирование по вопросам хозяйственной деятельности ТОО. - разработка договоров, контрактов, соглашений, а также иных юридических документов. - правовой анализ юридических документов (договоров...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101930967
Юрист,370000 - 370000 KZT,Усть-Каменогорск,Газ Тех Оборудование,18-06-2024,Высшее профессиональное (юридическое) образование без предъявления требований к стажу работы или среднее профессиональное (юридическое) образование и стаж работы в должностях...,"Ведет договорную работу на предприятии: определяет формы договорных отношений; разрабатывает проекты договоров; проверяет соответствие законодательству проектов договоров, представляемых предприятию контрагентами...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/102148853
Корпоративный юрист,500000 - 800000 KZT,Алматы,Zhersu corp,12-06-2024,"Высшее юридическое образование. Знание русского, казахского языков. Опыт работы не менее 6 лет.","Правовая экспертиза документов, в том числе приказов, распоряжений, договоров и пр. Разработка юридических документов, необходимых для ведения бизнеса. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101789318
Помощник Юриста,100000 - 500000 KZT,Алматы,ЧСИ САЛАМАТОВ А.Е.,11-06-2024,"Требуется сотрудник который не просто хочет работать в сфере исполнение судебных актов, но и обладает огромным желанием развиваться в юридической...","Знание Word, Exсel, составление документации, ведение дело производств, работа в системе АИС ОИП, исполнение судебных актов.","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/101748910
Юрист,,Астана,LSP Associates,17-06-2024,Высшее юридическое образование; уровень магистра: Опыт заключения сделок с иностранными компаниями. Опыт работы в международных/крупных казахстанских юридических фирмах. ,"Полное юридическое сопровождение деятельности компании. Правовое ведение договоров по международным проектам. Претензионно-исковая деятельность, сбор и подготовка документов в суд. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/102103702
Специалист по кадрам / юрист,300000 - 300000 KZT,Астана,Moonlight 84,18-06-2024,Требуемый опыт работы: 2–3 года.,Ведение кадрового делопроизводства. Ведение табелей учета рабочего времени. Поиск и подбор персонала. Ведение электронной базы enbek.kz.,"{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/102150966
Юрист в юридическую компанию,300000 - 600000 KZT,Астана,Yourist Consulting Group,18-06-2024,"Высшее юридическое образование. Опыт работы от 3 лет. Состоять в палате юридических консультантов. Уверенное знание законодательства РК (гражданское, трудовое, административное...",Руководство юридической службой. Консультация сотрудников. Составление внутренних документов. Ведение переговоров с третьими лицами. Выполнение задач Руководства. Ведение претензионно-исковой работы. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101795716
Юрист по сопровождению,300000 - 350000 KZT,Алматы,Современная Защита,18-06-2024,"Высшее образование. Коммуникабельность. Чёткое выполнение задач, поставленных руководителем. Свободное владение русским и казахским языком (обязательное требование). Ответственность, внимательность, стрессоустойчивость. ","Работа с текущими клиентами компании (ведение CRM системы по действующим клиентам). Контроль над документооборотом (проверка, скан, загрузка документов в CRM). ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/102157888
Помощник юриста,150000 - 200000 KZT,Алматы,EGSAT Consulting,03-06-2024,Знание корпоративного права. Знание трудового законодательства. Стаж от 1 года. Знание английского языка.,"Работа связана с взаимодействием с государственными органами, что подразумевает частые выезды.","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/101114634
