title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
Помощник юриста/ассистент,,Алматы,Практикующий юрисконсульт Цай Ф.,12-06-2024,Базовые юридические знания. Желание получить опыт и знания. Коммуникабельность. Стрессоустойчивость.,"Составление договоров, документов, писем, запросов, исков, отзывов, жалоб. Ведение документооборота. Участие в судах разных инстанций в качестве помощника. ","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/100617268
Юрист,,Атырау,Идеал Трейд Маркет,17-06-2024,"Высшее профессиональное (юридическое) образование. Опыт работы от 2-х лет. Знание гражданского, трудового и административного законодательства РК. Знание законодательства о...","Претензионно-исковая работа. Проведение правовой экспертизы корпоративных договоров (локальных, нормативных актов). Разработка всех видов договоров (поставки, подряда, оказания услуг, аренды). ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/102060864
Юрист,250000 - 250000 KZT,Алматы,SignTech Kazakhstan,11-06-2024,Высшее юридическое образование.,"Заполнять договора. Вести реестр договоров. Работа с такими сайтами как: egov.kz, eotinish.kz.","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101700000
Помощник юриста,,Тараз,AsiaChem,12-06-2024,"Высшее юридическое образование, опыт работы не менее 3 лет на в области промышленности.","Должен иметь представление и практику подготовки документов для получения лицензий на недропользование (разведка, добыча), лицензий на химическое производство, проведения СМР...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101786951
Юрист,,Павлодар,КУЛЕР,20-05-2024,Знание свою деятельность. Знание сфере налоговых вопросов. Условия: Знание основных законов и правовых процедур.,Актуализация правовой базы компании. Составление договоров и сопровождение сделок. Работа с внутренним документооборотом. Управление рисками компании на уровне юридической службы. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/99582167
Помощник юриста,150000 - 300000 KZT,Алматы,QazBankrot.kz,30-05-2024,Высшее юридическое образование (совмещение с учебой возможно если есть возможность быть на работе полный рабочий день). Опыт ведения судебного делопроизводства. ,Составление документов и полное ведение делопроизводства по внесудебному и судебному банкротству. Выработка предложений по улучшению защиты прав и законных интересов...,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/100696873
Юрист,300000 KZT,Астана,SANDYBAY,10-06-2024,Опыт работы с оформлением договоров по недвижимому имуществу.,"Разработка, составление, юридическая экспертиза договоров. — Информирование сотрудников компании о действующем законодательстве, нормативных правовых актах, относящихся к их деятельности. — ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101646677
Помощник юриста,300000 KZT,Алматы,ПУБЛИЧНАЯ КОМПАНИЯ GLK PLC,30-05-2024,Высшее юридическое образование. Опыт в юридической системе (практика) 1-2 года. Знание казахского и русского языков английский желательно. ,"Разработка, правовая экспертиза и оформление различных договоров и к ним доп.соглашений и медиативных соглашении. Проверка контрагентов по егов и кгд. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/100717987
Юрист в компанию,,Астана,ИЗОМАРКЕТ АСТАНА,07-06-2024,Высшее юридическое образование. - Опыт работы от 3-х лет. - Знание информационно-правовых систем.,"Подготовка юр.документов (заключения, претензии, исковые заявления, договоры и т.д.). - Консультирование руководства, персонала или клиентов. - Представление интересов организации в суде...","{'id': 'flexible', 'name': 'Гибкий график'}",От 3 до 6 лет,Частичная занятость,https://hh.ru/vacancy/101511266
Помощник юриста,200000 KZT,Алматы,ЮРИДИЧЕСКАЯ КОМПАНИЯ BISSEK,03-06-2024,"Грамотная устная и письменная речь на русском и на казахском. Ответственность, инициативность, отличные навыки ведения переговоров. Опыт работы в egov.kz...",Регистрация\перерегистрация юр.лиц. Проведение переговоров с клиентами\гос.органами РК.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101119379
Юрист в строительную фирму,200000 KZT,Алматы,VentKarkaraServis,27-05-2024,"Высшее юридическое образование. Грамотная письменная и устная речь, коммуникабельность. Знания гражданского, трудового и корпоративного права. Свободное владение русским и казахским...","Умение составлять договоры, дополнительные соглашения и приложения. Подготовка правовых документов: договоров, исковых заявлений, претензий и т.д. Представление интересов компании...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Частичная занятость,https://hh.ru/vacancy/100340642
Юрист,,Кокшетау,Ronesans Infra Construction (Ронесанс Инфра Констракшн),11-06-2024,"Теоретические знания законодательства Казахстана: Гражданское законодательство, корпоративное право, трудовое право. Высшее юридическое образование. Знание английского языка будет преимуществом. ",Составление и согласование контрактов (основная задача). Сопровождение проектов по различным направлениям. Сопровождение проектов с международными компаниями. Консультации руководства компании по...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101729767
Юрист по контрактным и коммерческим вопросам,,Алматы,"AIR ASTANA, АО",12-06-2024,"Высшее юридическое образование. Предыдущий опыт по специальности 1 года. Законодательные и иные нормативные и правовые акты Республики Казахстан, регламентирующие деятельность...","Осуществлять разработку и правовую экспертизу входящих и исходящих договоров, соглашений, писем, приказов и других документов соответствующего уровня сложности, касающихся деятельности...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101786768
Юрист,,Караганда,Азия Ойл,18-06-2024,"Требования:высшее юридическое образование, опыт работы юристом не менее 5 лет.","Обязанности: заключение договоров, оформление документов, представительство в различных инстанциях гос.органов.","{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/102212881
Юрисконсульт (специалист по тендерной документации),300000 KZT,Актобе,Восток нефть и сервисное обслуживание,17-06-2024,"Образование: высшее юридическое образование со знаниями тендерной документации. Опытный пользователь reestr.nadloc.kz, zakup.sk.kz, Самрук-Казына. Грамотная устная и письменная речь.",Сбор тендерной документации. Осуществление поиска подходящих тендеров. Подготовка и подача заявок на участие в тендерах. Запрос необходимой конкурсной документации. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101736445
Юрист,400000 - 400000 KZT,Алматы,Dala Project,12-06-2024,Высшее юридическое образование. Опыт работы по специальности не менее 3-х лет. Опыт работы в торговых компаниях будет вашим преимуществом. ,"Разработка и правовая экспертиза договоров, протоколов разногласий (купля-продажа, поставка, аренда, услуги и пр.). Консультирование структурных подразделений компании по вопросам...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101774835
Помошник юриста,150000 - 200000 KZT,Астана,Охранное агентство Беркут-СБ,17-06-2024,Опыт работы в офисе.,Выполнение поручений юриста.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/102113738
Юрист широкого профиля,,Алматы,Altyn Tau Company,05-06-2024,"Должен знать. 1.1. Нормативные и методические материалы, регламентирующие деятельность Компании. 1.2. Профиль, специализацию и особенности структуры Компании. ","Осуществляет разработку учредительных документов; обеспечивает регистрацию юридических лиц, внесение изменений в учредительные документы; определяет правовые основы органов предприятия, разрабатывает положения...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101311726
Юрисконсульт,,Астана,MEDIA HOLDING ATAMEKEN BUSINESS,03-06-2024,Высшее образование по специальности. Стаж в должности юриста не менее 3-х лет.,"Осуществлять правовую экспертизу проектов приказов, инструкций, положений, стандартов и других актов правового характера, подготавливаемых в организации, а также участвует в...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101146883
Юрист,,Шымкент,AURORA INDUSTRY,18-06-2024,"Хорошего знания основных направлений права. Опыта ведение договорной, претензионно-исковой работы. Навыков проведения экспертизы и сопровождения внутренней документации. ",Юридическое сопровождение деятельности Компании. Исковая и претензионная работа. Анализ правовых рисков. Подготовка и экспертиза проектов локальных нормативных актов. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/102216156
Юрист,180000 - 250000 KZT,Алматы,Integrity First Litigation,18-06-2024,"Опыт работы не менее 3 лет. Знание законодательства РК. Внимательность, усидчивость, стрессоустойчивость. Умение пользоваться порталами гос услуг. Умение работать с...",Работа в направлении претензионно-исковая работа. Подготовка и направление досудебных претензий. Составление процессуальных документов для подачи исковых заявлений в суд. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/102150907
Юрист,200000 - 280000 KZT,Алматы,KazPolypack,18-06-2024,Оконченное юридическое. Опыт в составлении различных документов. Опыт работы с Microsoft Office. Свободное владение казахским языком. Обучаемость.,Анализ и составление договора. Ведение документооборота. Проведение мероприятии в коллективе. Составление различных писем. Поддержание атмосферы в коллективе.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/102201580
"Помощник юриста, г. Астана",35000 RUR,Астана,BY business group,16-06-2024,,Взаимодействие с государственными органами. Сбор пакета документов. Взаимодействие с Клиентами. Составление юридических актов. ИП Шуховцев Д. А. представляет бренд Бизнес...,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/101308287
Юрист,,Алматы,Logic Development,10-06-2024,"высшее юридическое образование. - опытный пользователь ПК, MS Office: Word, Excel, PowerPoint. - грамотная речь и письмо - русский и казахский (желательно). - ",Составление финансово-хозяйственных договоров. - Проверка полноты документации. - Контроль исполнения договорных обязательств. - Корреспонденция с клиентами и учреждениями. - Ведение архива в бумажном...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101677517
Старший юрист,200000 KZT,Караганда,ЧУ СОДЕЙСТВИЕ И ПРАВО,11-06-2024,"Высшее юридическое образование. Опыт работы в юридической сфере не менее 3 лет. Глубокие знания гражданского, трудового, корпоративного и иных отраслей...","Оказание высококачественных юридических консультаций клиентам компании. Разработка и анализ различных юридических документов, включая договоры, иски, жалобы и претензии. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101717376
Юрист в сфере ЖКХ,330000 - 350000 KZT,Астана,ORDA INVEST,11-06-2024,Высшее юридическое образование. Аналитическое мышление. Высокое качество и скорость работы. Умение работать в режиме многозадачности и расставлять приоритеты. ,"Корпоративное право – регистрация/перерегистрация юридических лиц, внесение изменений в учредительные документы, составление протоколов общего собрания участников, решений единственного участника. ","{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/101754439
Помощник юриста (частного судебного исполнителя),150000 KZT,Шымкент,БИСЕНОВ У. Б.,14-06-2024,"Владение ПК (Word, Excel, интернет браузеры). Грамотная речь на русском и казахском языке, а также набор текста. Аккуратность, внимательность, дисциплинированность...","Приём граждан. Составление извещений, претензий. Обзвон граждан по вопросам взыскания задолженности.","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/101922137
Помощник юриста,150000 - 200000 KZT,Караганда,AutoCity Karaganda,10-06-2024,"Высшее юридическое образование. Опыт работы не менее 3-х лет. Знание гражданского, трудового, корпоративного, материального и договорного права. ","Общее юридическое сопровождение деятельности компании. Юридическая экспертиза. Подготовка процессуальных документов. Разработка различных видов договоров, согласование и сопровождение договоров. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101647617
Юрист-международник,200000 - 250000 KZT,Астана,North Trade Group,14-06-2024,Опыт юридического сопровождения при импорте и экспорте. Знания законодательства и требования МФЦА.,Составление экспортных договоров. Работа с МФЦА. Защита интересов ТОО.,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101962681
Юрист,,Алматы,МФО ОнлайнКазФинанс (ТМ Solva),18-06-2024,Знание требований законодательства РК. Грамотная устная и письменная речь. Умение работать с законодательными (правовыми) базами. Наличие опыта участия в судах...,Представление интересов компании в судах всех инстанций. Переписка с клиентам/контрагентами компании/ государственными органами РК. Взаимодействие с государственными органами.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/102170747
Юрист,150000 KZT,Шымкент,Redline Pro,17-06-2024,"Образование высшее (юридическое ). Опыт работы не менее 3х лет. Четкая дикция, грамотная речь (устная и письменная). Умение ясно излагать...","1.Проверка соответствие законодательству проектов приказов, инструкций, положений и других документов правового характера. 2. Контроль этапов согласования проектов документов ответственными сотрудниками. ","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/101748347
Юрист / помощник юриста,300000 - 350000 KZT,Астана,ЕРЕЖЕПОВА К К,06-06-2024,Образование юридическое или международные отношения. Знание английского языка в совершенстве ( письменный и устный ). Опыт работы от 1 года.,Заполнять иммиграционные формы. Переводить тексты и документы. Компоновать пакет документов для подачи в иммиграционную службу. Подавать документы в иммиграционную службу...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101458253
Юрист Офиса Страхового Омбудсмана,,Алматы,Частное учреждение Офис Страхового омбудсмана,18-06-2024,"Высшее образование. Опыт работы юристом более 1 (одного) года. Умение составлять и подготавливать документы, в том числе судебные. ","Участие в судебных процессах в качестве представителя Страхового омбудсмана. Подготовка проектов отзывов, ходатайств и других судебных документов для судебных процессов...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/102169481
Младший Юрист,400000 - 600000 KZT,Алматы,Филиал компаниии Майкл Уилсон и Партнеры,29-05-2024,At least 2 years of post qualification experience. Good professional skills and knowledge. Fluency in English and Russian (both written...,"Work on client matters and projects, mainly under supervision. Draft all manner of documents for review. Conduct legal research and...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/100598257
Госзакупщик/Юрист,350000 - 600000 KZT,Астана,KazGeoPro (КазГеоПро),23-05-2024,"Опыт работы в сфере государственных закупок не менее 5 лет обязателен. Отличное знание закона РК и требования ""О государственных закупках"". ","Сбор и подготовка материалов, подача заявок на участие в госзакупках на платформе: goszakup, zakup.sk.kz, mitwork.kz,urasiantech-tender.kz. Заключение договоров на веб...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/99919552
Юрисконсульт,,Алматы,ALTYN ADAM ASSOCIATES,16-06-2024,Высшее юридическое образование. Опыт работы на аналогичной позиции в инвестиционной сфере или банковской индустрии не менее 5 лет. ,"Правовое сопровождение деятельности компании. Претензионно-исковая работа. Подготовка юридических заключений по вопросам, возникающим в процессе деятельности компании. Методологическая работа. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101867150
Помощник юриста,200000 - 250000 KZT,Астана,PROFUSION PROJECTS,16-06-2024,Высшее образование. Знание требований законодательства РК. Грамотная устная и письменная речь на русском и казахском языках.,Помощь в юридическом сопровождении рабочих процессов группы компаний разных сфер деятельности.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101659812
Юрист,250000 - 350000 KZT,Астана,Юридическая компания Alina&Partners,28-05-2024,,"Наши клиенты: малый, средний и даже крупный бизнес, а также частные лица. Люди, которые не нарушают закон, а стали заложниками...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/100465286
Юрист,300000 - 450000 KZT,Астана,Частный нотариус Биктимирова-Кузнецова Люция,20-05-2024,Высшее юридическое образование. Опыт работы по специальности не менее 3 лет. Грамотная устная и письменная речь. Навыки работы в режиме...,"Представительство в суде. Претензионно-исковая работа, подача исковых заявлений, участие в судебных инстанциях. Обжалование решений, действий/бездействий. Осуществление письменного и...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/99584157
"Юрист начального уровня, помощник Частного судебного исполнителя",80000 - 100000 KZT,Алматы,ЧСИ,17-06-2024,Коммуникабельность. Ответственность. Вежливость.,,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Стажировка,https://hh.ru/vacancy/102105469
Юрист,180000 KZT,Павлодар,Коммунальное государственное учреждение Центр трудовой мобильности по Павлодарской области управления координации занятости и социальных программ Па,27-05-2024,"Высшее образование по специальностям (юриспруденция, право). Иметь стаж работы по специальности не менее 3 лет. Быть высокоорганизованным, ответственным, аккуратным. ","Участвовать в юридическом сопровождении длительности Учреждения. Представлении интересов Учреждения в судебных органах, а также государственных органах при рассмотрении правовых вопросов. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/100300984
Юрист,350000 - 400000 KZT,Астана,Barlau-Qazaqstan,03-06-2024,"Высшее образование. Опыт работы более 3-х лет. Навыки ведения переговоров, этичность и честность, упорство и целеустремленность, стрессоустойчивость и эмоциональная...","Рассмотрение/подготовка, согласование проектов договоров, контрактов, соглашений, писем, нормативно-правовых актов и прочих юридических документов. Осуществление юридической экспертизы с выдачей...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101104124
Помощник юриста,100000 - 100000 KZT,Павлодар,Частный судебный исполнитель Ишметова А.Ф.,30-05-2024,"Требования: скорость работы, знание ПК. 1. ОТСУТСТВИЕ официального ОПЫТА РАБОТЫ ПО СПЕЦИАЛЬНОСТИ ""ЮРИСТ"". 2. Юридическое образование (высшее, средне-специальное), диплом...",Работа с базой данных. Документационная работа.,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/100680181
Юрист (удалённо),85000 - 100000 KZT,Астана,Клуб предпринимателей 999 (ГАГУА),23-05-2024,"Высшее юридическое образование. Юридический стаж работы от 5-ти лет и более. Знание действующего Законодательства РК: гражданского, трудового, гражданско-процессуального. ","Полное юридическое сопровождение деятельности. Разработка внутренней документации, подготовка и анализ договоров, контрактов, соглашений. Претензионная работа. По мере необходимости: представление интересов...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/99929345
Старший юрист по контрактам и коммерческим вопросам,,Алматы,"AIR ASTANA, АО",12-06-2024,"Образование: Высшее образование, в сфере юриспруденции. Опыт работы: /+-5 лет. Знание языков: Английский – Advanced; Казахский – свободно; Русский – свободно. ","Осуществлять разработку и правовую экспертизу всей входящей и исходящей корреспонденции АО «Эйр Астана», в том числе договоров/контрактов/соглашений, дополнительных...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101786723
Юрист,250000 - 300000 KZT,Астана,MetCon Engineering,11-06-2024,Грамотная письменная и устная речь. Опыт работы от 3 х лет. Высшее юридическое образование; огромным плюсом будет опыт в сфере...,"Юрист в единственном числе, полное сопровождение деятельности компании, ведение государственных закупок (тендер). Знание действующего законодательства, введение кадровой работы; не резиденты. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101750951
Юрисконсульт,,Уральск,Азотный завод,10-06-2024,Требуется юрист с опытом работы. Высшее юридическое образование. Опыт работы.,"1. Осуществляет разработку учредительных документов. 2. Обеспечивает регистрацию юридических лиц, эмиссий ценных акций, внесение изменений в учредительные документы. 3. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101649095
Юрист в юридический департамент,,Алматы,Inkar,20-05-2024,"Высшее юридическое образование. Гражданское, административное, уголовное, корпоративное, налоговое право: Уверенный пользователь компьютерных программ word, excel. Умение работать на электронном портале...","Правовое обеспечение деятельности предприятия. Принимать участие в работе по заключению договоров компании, проведении их правовой экспертизы. Принимать участие в рассмотрении...","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/92105413
Юрист,,Караганда,СП Камкор-Сарыарка,30-05-2024,Опыт работы в недропользовании обязателен.,Полное юридическое сопровождение деятельности ТОО.,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/100728220
Начинающий юрист,,Алматы,ASKAR BEK TAU,12-06-2024,"Высшее юридическое образование. Опыт работы в строительстве обязателен. Законодательства, нормативно-правовых актов, регулирующих строительную деятельность.","Обеспечение юридического сопровождения деятельности компании, корпоративное право. Разработка и согласование с контрагентами договоров, связанных со строительством, поставкой материалов, оборудования, аренды...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101788755
Юрист начального уровня,100000 - 120000 KZT,Павлодар,ЧСИ Мустафина А.К.,13-06-2024,Ответственность. Пунктуальность. В контору частного судебного исполнителя требуется помощник . По молодежной практике.Знание компьютера на уровне уверенного пользователя.,Регистрация исполнительных производств. Исполнение поручений руководителя.,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/101829764
Юрист,,Шымкент,Рауан,04-06-2024,"Высшее профессиональное образование по специальности ""юриспруденция"". Опыт работы в области юриспруденции от -5 лет. Ориентированы на цель и способны доводить...","Юридическое сопровождение компании. Представление интересов компаний во всех государственных органах и частных структурах, договорная работа, до судебная работа, составление юридических...","{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/101234843
Младший юрист,100000 - 150000 KZT,Алматы,Shine law,15-06-2024,"Высшее юридическое образование. Опыт не требуется. Знание гражданского, административного законодательства РК (знание трудового законодательства будет плюсом).","Полное юридическое сопровождение деятельности компании. Юридическая экспертиза договоров до подписания, преддоговорная работа. Участие в деловых переговорах с контрагентами по вопросам...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/99304233
Юрист,300000 - 350000 KZT,Усть-Каменогорск,Гелиос,10-06-2024,"Высшее юридическое образование, стаж по специальности не менее 3-х лет.","Оказывает правовую помощь структурным подразделением Филиала,его должностным лицам и сотрудникам. Участвует в разработке внутренних правовых документов структурных подразделений Филиала...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101612362
Помощник юриста,360000 KZT,Астана,Правовые Партнеры,13-06-2024,Требуемый опыт работы: не требуется. Уверенный пользователь ПК. Грамотная речь. Умение сохранять спокойствие в любой ситуации. Знание разговорного русского языка.,"Консультирование клиентов об услугах компании в офисе (только личные встречи в офисе, без поиска, без привлечения и без продаж). ","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/101862243
Юрист,,Алматы,Kaz Air Jet,18-06-2024,Высшее юридическое образование. -Знание английского языка (уровень intermediate и выше). -Опыт работы на должности юриста от 1 года. -,"Договорная работа. -Правовое сопровождение рабочих процессов авиакомпании, подготовка, подача связанных с получением необходимых разрешений и одобрений государственных органов. -","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101430610
Юрист,,Алматы,«Inventory Service Qazaqstan»,20-05-2024,Высшее юридическое образование. Грамотная письменная и устная речь. Желание развиваться в сфере юриспруденции и приобретать новые знания и навыки. ,Поддержка юридического отдела в осуществлении различных задач и проектов. Участие в подготовке документов и других юридических актов.,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/99620183
Юрист/государственный закупщик,400000 - 400000 KZT,Астана,Iron Shell,18-06-2024,"Эффективный, грамотный, хорошо ориентированный в законодательной базе РК юрист. Специалист нацеленный на результат.","Навыки гос.закупщика. Организация участии в тендерах площадок: goszakup.gov.kz , zakup.sk.kz и.т.д. Участие в государственных закупках, подготовка конкурсной заявки, обеспечение...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101794358
Помощник адвоката (юрист),200000 - 250000 KZT,Астана,Адвокат Игубаев Дастан Хасенович,04-06-2024,"Я адвокат, Игубаев Дастан Хасенович. Мне в офис нужен юрист с опытом работы. Основной вид моей детальности, судебные тяжбы во...",,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101275610
